INPUT:image_left	INPUT:image_right	GOLDEN:result	GOLDEN:textfield	HINT:text
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40232.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_464.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40233.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_466.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40234.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_468.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40235.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_470.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_472.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40236.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40237.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_474.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_476.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40238.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_478.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40239.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_480.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40240.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_482.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40241.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_484.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40242.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40243.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_486.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_488.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40244.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40245.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_490.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40246.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_492.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_494.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40247.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40248.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_496.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_498.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40249.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40250.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_500.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40251.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_502.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_504.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40252.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_506.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40253.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_508.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40254.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_510.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40255.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_512.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40256.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40257.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_514.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_516.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40258.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40259.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_518.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40260.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_520.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_522.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40261.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40262.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_524.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40263.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_526.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_528.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40264.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40265.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_530.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_532.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40266.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40267.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_534.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40268.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_536.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_538.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40269.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_540.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40270.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_542.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40271.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_544.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40272.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_546.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40273.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40274.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_548.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40275.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_550.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_552.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40276.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_554.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40277.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_556.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40278.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40279.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_558.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40280.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_560.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40281.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_562.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_564.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40282.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40283.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_566.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40284.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_568.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_570.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40285.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_572.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40286.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_574.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40287.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_576.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40288.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40289.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_578.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40290.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_580.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40291.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_582.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40292.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_584.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40293.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_586.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40294.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_588.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40295.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_590.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40296.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_592.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_594.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40297.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_596.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40298.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_598.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40299.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40300.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_600.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_602.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40301.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_604.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40302.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_606.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40303.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40304.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_608.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40305.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_610.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_612.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40306.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40307.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_614.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40308.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_616.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_618.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40309.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40310.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_620.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40311.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_622.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_624.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40312.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40313.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_626.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40314.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_628.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40315.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_630.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_632.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40316.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_634.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40317.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_636.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40318.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40319.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_638.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40320.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_640.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40321.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_642.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_644.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40322.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40323.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_646.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_648.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40324.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40325.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_650.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_652.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40326.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_654.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40327.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_656.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40328.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_658.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40329.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_660.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40330.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_662.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40331.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_664.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40332.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_666.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40333.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_668.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40334.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40335.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_670.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_672.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40336.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_674.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40337.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40338.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_676.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40339.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_678.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_680.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40340.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40341.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_682.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40342.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_684.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_686.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40343.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40344.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_688.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_690.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40345.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_692.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40346.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40347.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_694.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_696.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40348.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40349.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_698.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40350.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_700.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40351.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_702.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_704.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40352.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_706.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40353.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40354.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_708.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_710.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40355.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40356.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_712.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40357.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_714.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_716.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40358.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40359.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_718.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40360.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_720.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_722.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40361.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40362.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_724.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40363.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_726.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40364.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_728.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40365.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_730.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40366.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_732.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40367.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_734.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_736.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40368.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_738.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40369.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_740.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40370.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40371.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_742.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_744.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40372.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40373.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_746.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_748.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40374.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40375.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_750.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40376.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_752.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40377.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_754.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40378.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_756.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40379.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_758.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_760.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40380.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_762.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40381.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40382.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_764.png	Left	None	The image on the Left is REAL.
